city,timestamp,temperature,season
New York,2010-01-01,6.694182467527793,winter
New York,2010-01-02,-3.7888120910927565,winter
New York,2010-01-03,6.431096080162311,winter
New York,2010-01-04,-1.8673604998083482,winter
New York,2010-01-05,2.019693031133645,winter
New York,2010-01-06,2.195450633769951,winter
New York,2010-01-07,-3.4190864971399737,winter
New York,2010-01-08,0.8897901804028956,winter
New York,2010-01-09,-6.424168420216172,winter
New York,2010-01-10,-1.8156744993429539,winter
New York,2010-01-11,-2.3354452035027404,winter
New York,2010-01-12,-2.403714437308696,winter
New York,2010-01-13,9.481455360375907,winter
New York,2010-01-14,1.801033100706628,winter
New York,2010-01-15,-1.8173091285298164,winter
New York,2010-01-16,-7.0840202058934825,winter
New York,2010-01-17,-6.262352213770518,winter
New York,2010-01-18,2.496129639325778,winter
New York,2010-01-19,-12.262310171317045,winter
New York,2010-01-20,14.15825758875859,winter
New York,2010-01-21,3.5662826559626377,winter
New York,2010-01-22,3.9536336966930663,winter
New York,2010-01-23,3.0599826319144183,winter
New York,2010-01-24,0.8809960637069136,winter
New York,2010-01-25,-1.6524419342055017,winter
New York,2010-01-26,-2.1214314111872885,winter
New York,2010-01-27,-3.1506973328462617,winter
New York,2010-01-28,1.497759087328126,winter
New York,2010-01-29,4.149019035364215,winter
New York,2010-01-30,-8.966955584667115,winter
New York,2010-01-31,-6.81409968904401,winter
New York,2010-02-01,-0.49515998937179273,winter
New York,2010-02-02,-5.933724937912949,winter
New York,2010-02-03,-2.040271373564204,winter
New York,2010-02-04,4.7852670971489415,winter
New York,2010-02-05,-1.8454771180707985,winter
New York,2010-02-06,-6.889893041522159,winter
New York,2010-02-07,2.658932820978607,winter
New York,2010-02-08,-7.4833630902296076,winter
New York,2010-02-09,7.450145735085525,winter
New York,2010-02-10,-0.08288941796357155,winter
New York,2010-02-11,-1.533200348257292,winter
New York,2010-02-12,-3.489160979961598,winter
New York,2010-02-13,-7.073620343101302,winter
New York,2010-02-14,0.07574373169977335,winter
New York,2010-02-15,5.106054724748436,winter
New York,2010-02-16,6.807021927799717,winter
New York,2010-02-17,-2.916390861987324,winter
New York,2010-02-18,-2.8948478153059525,winter
New York,2010-02-19,-2.951236323239556,winter
New York,2010-02-20,0.9929384227059082,winter
New York,2010-02-21,1.5413291656148926,winter
New York,2010-02-22,1.1591498437134564,winter
New York,2010-02-23,8.613241638303439,winter
New York,2010-02-24,-7.430677933769076,winter
New York,2010-02-25,1.127237590212606,winter
New York,2010-02-26,-1.1476042497441565,winter
New York,2010-02-27,-8.73860159306679,winter
New York,2010-02-28,0.516030776871216,winter
New York,2010-03-01,7.2938497214171765,spring
New York,2010-03-02,7.702210456199335,spring
New York,2010-03-03,10.118170932307168,spring
New York,2010-03-04,8.10373725773153,spring
New York,2010-03-05,7.301118456306723,spring
New York,2010-03-06,13.270757717411218,spring
New York,2010-03-07,12.753299992453396,spring
New York,2010-03-08,10.078829059344184,spring
New York,2010-03-09,15.774681290104823,spring
New York,2010-03-10,16.66279269648137,spring
New York,2010-03-11,8.412830402067888,spring
New York,2010-03-12,-2.85738326340039,spring
New York,2010-03-13,5.286160999459283,spring
New York,2010-03-14,8.144500792488326,spring
New York,2010-03-15,7.206375104381177,spring
New York,2010-03-16,15.665582498110133,spring
New York,2010-03-17,10.128812172610797,spring
New York,2010-03-18,12.353899954184786,spring
New York,2010-03-19,10.035814419919653,spring
New York,2010-03-20,6.401435726532086,spring
New York,2010-03-21,18.0295390325076,spring
New York,2010-03-22,15.379808443994076,spring
New York,2010-03-23,6.552234959188219,spring
New York,2010-03-24,23.90294958881171,spring
New York,2010-03-25,7.367269103374333,spring
New York,2010-03-26,2.105884433029825,spring
New York,2010-03-27,11.174392716785755,spring
New York,2010-03-28,5.322811154831463,spring
New York,2010-03-29,17.8791922651694,spring
New York,2010-03-30,15.432964630784827,spring
New York,2010-03-31,25.188801918268915,spring
New York,2010-04-01,7.011255635801099,spring
New York,2010-04-02,5.553849357025614,spring
New York,2010-04-03,8.80356757455801,spring
New York,2010-04-04,13.119732272017005,spring
New York,2010-04-05,7.865950848102302,spring
New York,2010-04-06,9.47351457142551,spring
New York,2010-04-07,10.883643886667537,spring
New York,2010-04-08,23.492567985266287,spring
New York,2010-04-09,14.397977566962307,spring
New York,2010-04-10,13.627850389930114,spring
New York,2010-04-11,17.494715628145173,spring
New York,2010-04-12,9.829700502221597,spring
New York,2010-04-13,4.257297541954178,spring
New York,2010-04-14,13.515412367124434,spring
New York,2010-04-15,1.6764449639893986,spring
New York,2010-04-16,5.757148642180294,spring
New York,2010-04-17,13.72734027339202,spring
New York,2010-04-18,10.670178392538617,spring
New York,2010-04-19,12.666063797048794,spring
New York,2010-04-20,14.300482817406131,spring
New York,2010-04-21,8.141154961201194,spring
New York,2010-04-22,13.370607616900541,spring
New York,2010-04-23,9.862491453131726,spring
New York,2010-04-24,-0.41708757253519835,spring
New York,2010-04-25,6.291049688723857,spring
New York,2010-04-26,1.960443458638304,spring
New York,2010-04-27,10.437782408884052,spring
New York,2010-04-28,11.15938907862489,spring
New York,2010-04-29,16.266404195638387,spring
New York,2010-04-30,-1.0444154418361702,spring
New York,2010-05-01,3.6509161930998246,spring
New York,2010-05-02,9.535080176699193,spring
New York,2010-05-03,7.845734799373558,spring
New York,2010-05-04,11.805646504398645,spring
New York,2010-05-05,-2.5357121094880615,spring
New York,2010-05-06,9.965148523235644,spring
New York,2010-05-07,6.74198756266454,spring
New York,2010-05-08,2.2977681050013654,spring
New York,2010-05-09,10.903189697304644,spring
New York,2010-05-10,17.117973872035137,spring
New York,2010-05-11,4.263311391041259,spring
New York,2010-05-12,11.638062618407021,spring
New York,2010-05-13,13.19225513131277,spring
New York,2010-05-14,12.619059106350134,spring
New York,2010-05-15,10.937681259735632,spring
New York,2010-05-16,11.915596610106205,spring
New York,2010-05-17,12.100233948419973,spring
New York,2010-05-18,11.591399789640079,spring
New York,2010-05-19,14.385409494023992,spring
New York,2010-05-20,8.65319405159494,spring
New York,2010-05-21,10.922068187043948,spring
New York,2010-05-22,18.938919898597057,spring
New York,2010-05-23,14.76880180628038,spring
New York,2010-05-24,8.875543426998139,spring
New York,2010-05-25,11.857296794948798,spring
New York,2010-05-26,4.773177893433886,spring
New York,2010-05-27,8.378288077681828,spring
New York,2010-05-28,9.560503790162759,spring
New York,2010-05-29,9.550966964224632,spring
New York,2010-05-30,15.818886556482568,spring
New York,2010-05-31,18.139711515780228,spring
New York,2010-06-01,24.214831021273334,summer
New York,2010-06-02,28.64924612864152,summer
New York,2010-06-03,24.875843853003282,summer
New York,2010-06-04,28.175250304975172,summer
New York,2010-06-05,17.944675856705302,summer
New York,2010-06-06,30.57328379266672,summer
New York,2010-06-07,19.137657874677686,summer
New York,2010-06-08,31.335872487703575,summer
New York,2010-06-09,26.33788177474362,summer
New York,2010-06-10,28.372376182984247,summer
New York,2010-06-11,32.00747027134699,summer
New York,2010-06-12,22.88199989681693,summer
New York,2010-06-13,26.692878993580486,summer
New York,2010-06-14,20.913881039952585,summer
New York,2010-06-15,27.759228327441487,summer
New York,2010-06-16,22.053310274169917,summer
New York,2010-06-17,30.403809243903574,summer
New York,2010-06-18,22.336797330699515,summer
New York,2010-06-19,31.7760036001754,summer
New York,2010-06-20,22.79712876036507,summer
New York,2010-06-21,29.344946437170034,summer
New York,2010-06-22,21.252511923123745,summer
New York,2010-06-23,24.170427908190042,summer
New York,2010-06-24,30.524754807017338,summer
New York,2010-06-25,23.193698732778323,summer
New York,2010-06-26,29.9960486601668,summer
New York,2010-06-27,17.977755389703635,summer
New York,2010-06-28,30.65756783557969,summer
New York,2010-06-29,30.577405896640645,summer
New York,2010-06-30,26.888190901274495,summer
New York,2010-07-01,19.351358091791077,summer
New York,2010-07-02,22.870302742399623,summer
New York,2010-07-03,24.14688628065545,summer
New York,2010-07-04,27.08655886524388,summer
New York,2010-07-05,21.224793080492507,summer
New York,2010-07-06,22.467910553740897,summer
New York,2010-07-07,29.130644979631338,summer
New York,2010-07-08,23.35405508365719,summer
New York,2010-07-09,15.369494450967533,summer
New York,2010-07-10,27.922839227890172,summer
New York,2010-07-11,22.219746101101983,summer
New York,2010-07-12,31.131342529170585,summer
New York,2010-07-13,20.617228223561987,summer
New York,2010-07-14,32.29019263532991,summer
New York,2010-07-15,36.832191149491564,summer
New York,2010-07-16,29.702181457813886,summer
New York,2010-07-17,26.098732302336142,summer
New York,2010-07-18,29.05196886078317,summer
New York,2010-07-19,24.30990777994908,summer
New York,2010-07-20,24.050854331701885,summer
New York,2010-07-21,24.27421055907803,summer
New York,2010-07-22,18.66297842895777,summer
New York,2010-07-23,27.690819048731452,summer
New York,2010-07-24,29.75284513971821,summer
New York,2010-07-25,20.494935624396014,summer
New York,2010-07-26,26.345977816062295,summer
New York,2010-07-27,25.956329630899354,summer
New York,2010-07-28,22.497923213206793,summer
New York,2010-07-29,29.084172093291105,summer
New York,2010-07-30,14.42191579034674,summer
New York,2010-07-31,32.43969460728777,summer
New York,2010-08-01,24.666511317528848,summer
New York,2010-08-02,29.09952441372235,summer
New York,2010-08-03,28.350912903098976,summer
New York,2010-08-04,31.701496630050244,summer
New York,2010-08-05,33.894306904442715,summer
New York,2010-08-06,28.406759537117466,summer
New York,2010-08-07,36.305370959759,summer
New York,2010-08-08,21.75115781734675,summer
New York,2010-08-09,31.710266606938315,summer
New York,2010-08-10,22.070320142598614,summer
New York,2010-08-11,24.855388386290088,summer
New York,2010-08-12,20.63155265554505,summer
New York,2010-08-13,26.145281434937605,summer
New York,2010-08-14,35.94131705589798,summer
New York,2010-08-15,20.87846883997983,summer
New York,2010-08-16,25.008730603883993,summer
New York,2010-08-17,29.81666674911759,summer
New York,2010-08-18,17.424509665797785,summer
New York,2010-08-19,38.41621392517362,summer
New York,2010-08-20,19.49491579237053,summer
New York,2010-08-21,26.179967649451413,summer
New York,2010-08-22,26.833840904565687,summer
New York,2010-08-23,21.314884560499966,summer
New York,2010-08-24,23.251077579909012,summer
New York,2010-08-25,25.343553196732998,summer
New York,2010-08-26,37.93661931390284,summer
New York,2010-08-27,33.12892872181498,summer
New York,2010-08-28,25.099289724381105,summer
New York,2010-08-29,29.27518553698741,summer
New York,2010-08-30,25.25341683705684,summer
New York,2010-08-31,29.964176925478036,summer
New York,2010-09-01,13.560261514555943,autumn
New York,2010-09-02,11.455832700101372,autumn
New York,2010-09-03,9.813846992781531,autumn
New York,2010-09-04,8.796654398952931,autumn
New York,2010-09-05,21.545177922373398,autumn
New York,2010-09-06,15.818673022126603,autumn
New York,2010-09-07,3.0985706384145963,autumn
New York,2010-09-08,16.504891467974534,autumn
New York,2010-09-09,7.54625762623041,autumn
New York,2010-09-10,19.620401991510114,autumn
New York,2010-09-11,20.033482073468114,autumn
New York,2010-09-12,22.46580000220083,autumn
New York,2010-09-13,17.402058051755567,autumn
New York,2010-09-14,16.033077402775554,autumn
New York,2010-09-15,17.513825559384212,autumn
New York,2010-09-16,18.80796510643252,autumn
New York,2010-09-17,10.550420832574968,autumn
New York,2010-09-18,14.156239251692902,autumn
New York,2010-09-19,14.388934771164598,autumn
New York,2010-09-20,7.314648448160385,autumn
New York,2010-09-21,11.88796608903753,autumn
New York,2010-09-22,12.301247680367004,autumn
New York,2010-09-23,12.829059483717181,autumn
New York,2010-09-24,17.92003719527413,autumn
New York,2010-09-25,14.969971400639722,autumn
New York,2010-09-26,23.576776734876525,autumn
New York,2010-09-27,22.487016653980955,autumn
New York,2010-09-28,18.485036405723296,autumn
New York,2010-09-29,13.979971091913628,autumn
New York,2010-09-30,21.315986431264353,autumn
New York,2010-10-01,10.640916016835007,autumn
New York,2010-10-02,16.35047464410897,autumn
New York,2010-10-03,21.305700772215324,autumn
New York,2010-10-04,16.816268778551294,autumn
New York,2010-10-05,24.38780431268514,autumn
New York,2010-10-06,13.366317750465237,autumn
New York,2010-10-07,12.711499961570258,autumn
New York,2010-10-08,9.40225446213189,autumn
New York,2010-10-09,9.22126044896143,autumn
New York,2010-10-10,23.388129042233835,autumn
New York,2010-10-11,19.078558159603848,autumn
New York,2010-10-12,20.51407954547381,autumn
New York,2010-10-13,19.192550012008724,autumn
New York,2010-10-14,11.49075603936199,autumn
New York,2010-10-15,14.013062315597915,autumn
New York,2010-10-16,15.434141016609464,autumn
New York,2010-10-17,19.948891885479867,autumn
New York,2010-10-18,16.768183964249946,autumn
New York,2010-10-19,13.209526397259438,autumn
New York,2010-10-20,9.573940790987319,autumn
New York,2010-10-21,12.869492152437264,autumn
New York,2010-10-22,17.411361555121573,autumn
New York,2010-10-23,23.463535385059068,autumn
New York,2010-10-24,16.743590433229183,autumn
New York,2010-10-25,20.265575377272796,autumn
New York,2010-10-26,17.28580036316804,autumn
New York,2010-10-27,9.653109314110464,autumn
New York,2010-10-28,8.186044740007189,autumn
New York,2010-10-29,14.127101812659776,autumn
New York,2010-10-30,13.922707352127157,autumn
New York,2010-10-31,16.576486678118023,autumn
New York,2010-11-01,16.81610356562439,autumn
New York,2010-11-02,12.837157162772511,autumn
New York,2010-11-03,14.462965115678028,autumn
New York,2010-11-04,12.972562576946595,autumn
New York,2010-11-05,12.738701312964473,autumn
New York,2010-11-06,19.412473649764337,autumn
New York,2010-11-07,13.344530601502,autumn
New York,2010-11-08,12.959861258146063,autumn
New York,2010-11-09,19.679463113147804,autumn
New York,2010-11-10,15.88465774080538,autumn
New York,2010-11-11,13.290547880587102,autumn
New York,2010-11-12,17.307161346575068,autumn
New York,2010-11-13,13.200856994691861,autumn
New York,2010-11-14,3.85156150706705,autumn
New York,2010-11-15,19.40056659313951,autumn
New York,2010-11-16,16.28804550024937,autumn
New York,2010-11-17,15.093401735944555,autumn
New York,2010-11-18,15.372725682698118,autumn
New York,2010-11-19,18.381449329271,autumn
New York,2010-11-20,14.631813414080924,autumn
New York,2010-11-21,10.978119801217595,autumn
New York,2010-11-22,17.188057675373724,autumn
New York,2010-11-23,18.13142655834109,autumn
New York,2010-11-24,12.021975624714907,autumn
New York,2010-11-25,13.00283744127738,autumn
New York,2010-11-26,14.389745536671697,autumn
New York,2010-11-27,9.717899674601924,autumn
New York,2010-11-28,20.809908962911383,autumn
New York,2010-11-29,21.371956061123015,autumn
New York,2010-11-30,13.54395532576607,autumn
New York,2010-12-01,-9.250636942568256,winter
New York,2010-12-02,-0.529012556612223,winter
New York,2010-12-03,4.24231208839286,winter
New York,2010-12-04,9.7628562584079,winter
New York,2010-12-05,-8.367331465533148,winter
New York,2010-12-06,10.930788636970929,winter
New York,2010-12-07,-0.08991948477961431,winter
New York,2010-12-08,-0.17944130009066253,winter
New York,2010-12-09,2.515887799853433,winter
New York,2010-12-10,2.556847247076389,winter
New York,2010-12-11,0.6174244035322575,winter
New York,2010-12-12,0.3596750155641898,winter
New York,2010-12-13,-5.616873642369521,winter
New York,2010-12-14,-1.2969840874921015,winter
New York,2010-12-15,-4.870231377306839,winter
New York,2010-12-16,2.284307264264314,winter
New York,2010-12-17,5.187035117599733,winter
New York,2010-12-18,-3.8019107761087962,winter
